GeneID	DRR132310_H1299_1.0.bam	DRR132321_H1299_0.1.bam	DRR132333_H1299_.01.bam	DRR131576_A549_1.0.bam	DRR131588_A549_0.1.bam	DRR131599_A549_.01.bam
100287102	0.623543692719933	0.623543692719933	0.623543692719933	0.623543692719935	0.623543692719933	0.623543692719933
653635	0.623543692719933	0.623543692719933	0.623543692719933	0.623543692719935	0.623543692719933	0.623543692719933
102466751	0.623543692719933	0.623543692719933	0.623543692719933	0.623543692719935	0.623543692719933	0.623543692719933
100302278	0.623543692719933	0.623543692719933	0.623543692719933	0.623543692719935	0.623543692719933	0.623543692719933
645520	0.623543692719933	0.623543692719933	0.623543692719933	0.623543692719935	0.623543692719933	0.623543692719933
79501	0.623543692719933	0.623543692719933	0.623543692719933	0.623543692719935	0.623543692719933	0.623543692719933
729737	0.623543692719933	0.623543692719933	0.623543692719933	0.623543692719935	0.623543692719933	0.623543692719933
102725121	0.623543692719933	0.623543692719933	0.623543692719933	0.623543692719935	0.623543692719933	0.623543692719933
102723897	0.623543692719933	0.623543692719933	0.623543692719933	0.623543692719935	0.623543692719933	0.623543692719933
102465909	0.623543692719933	0.623543692719933	0.623543692719933	0.623543692719935	0.623543692719933	0.623543692719933
729759	0.623543692719933	0.623543692719933	0.623543692719933	0.623543692719935	0.623543692719933	0.623543692719933
100132287	0.623543692719933	0.623543692719933	0.623543692719933	0.623543692719935	0.623543692719933	0.623543692719933
105378947	0.623543692719933	0.623543692719933	0.623543692719933	0.623543692719935	0.623543692719933	0.623543692719933
101928626	0.623543692719933	0.623543692719933	0.623543692719933	0.623543692719935	0.623543692719933	0.623543692719933
102465432	0.623543692719933	1.21229854250132	0.623543692719933	0.623543692719935	1.59945403189726	1.19483769509612
81399	0.623543692719933	0.623543692719933	0.623543692719933	0.623543692719935	0.623543692719933	0.623543692719933
100133331	0.623543692719933	0.623543692719933	0.623543692719933	0.623543692719935	1.19249119562646	0.623543692719933
100288069	0.623543692719933	0.623543692719933	0.623543692719933	1.3076563633922	0.623543692719933	0.623543692719933
400728	0.623543692719933	0.623543692719933	0.623543692719933	0.623543692719935	0.623543692719933	1.19483769509612
79854	0.623543692719933	0.623543692719933	0.623543692719933	0.623543692719935	0.623543692719933	0.623543692719933
643837	4.28596417762577	4.58835787946525	0.623543692719933	2.83775580713442	0.623543692719933	3.39548593300204
284593	0.623543692719933	0.623543692719933	0.623543692719933	0.623543692719935	0.623543692719933	0.623543692719933
100130417	0.623543692719933	0.623543692719933	0.623543692719933	0.623543692719935	0.623543692719933	1.19483769509612
148398	0.623543692719933	0.623543692719933	0.623543692719933	4.84036252991179	4.16402991306592	3.58738392414133
26155	7.58826051990188	7.50515907548229	7.53733158204164	6.04521233517179	7.52372259383357	6.40306558941199
339451	1.19489231750161	2.43901290541155	2.34194268818611	2.63560003573984	0.623543692719933	2.18103845791195
84069	0.623543692719933	1.62922848455659	0.623543692719933	1.76982544527855	3.38935240570809	1.60299207426451
84808	0.623543692719933	0.623543692719933	0.623543692719933	1.3076563633922	0.623543692719933	0.623543692719933
57801	1.19489231750161	1.62922848455659	2.12565437951434	4.84036252991179	4.78707731319074	4.6720747712668
9636	3.04932724735415	3.21796843988602	3.42176981239951	7.85477940399409	7.54113484669238	7.11397889888397
375790	2.40156707355421	3.33359074668719	0.623543692719933	5.41511777855424	4.82548129636116	4.90617002294332
105369174	0.623543692719933	0.623543692719933	0.623543692719933	2.40042836761218	0.623543692719933	0.623543692719933
105378948	0.623543692719933	1.62922848455659	1.16767496170258	0.623543692719935	0.623543692719933	0.623543692719933
401934	0.623543692719933	0.623543692719933	0.623543692719933	0.623543692719935	0.623543692719933	1.60299207426451
54991	5.53785546993204	5.76385100865626	3.96877554058626	4.0440820794021	3.82807511821352	4.79386530636939
254099	0.623543692719933	0.623543692719933	0.623543692719933	0.623543692719935	0.623543692719933	0.623543692719933
406984	0.623543692719933	0.623543692719933	0.623543692719933	0.623543692719935	0.623543692719933	0.623543692719933
406983	0.623543692719933	0.623543692719933	0.623543692719933	0.623543692719935	0.623543692719933	0.623543692719933
554210	0.623543692719933	0.623543692719933	0.623543692719933	0.623543692719935	0.623543692719933	0.623543692719933
254173	0.623543692719933	0.623543692719933	0.623543692719933	0.623543692719935	0.623543692719933	0.623543692719933
8784	0.623543692719933	0.623543692719933	0.623543692719933	0.623543692719935	0.623543692719933	0.623543692719933
7293	0.623543692719933	0.623543692719933	0.623543692719933	0.623543692719935	0.623543692719933	0.623543692719933
51150	6.29735252022571	6.11037037787666	5.8581739097411	5.93931502431945	6.58694847880477	6.39024818278602
126792	5.19872660056979	4.49209224751604	4.46008586884806	5.446381202298	2.90673285943885	1.60299207426451
388581	0.623543692719933	1.21229854250132	0.623543692719933	0.623543692719935	0.623543692719933	0.623543692719933
118424	7.37059154148236	7.04414892027231	6.5438004520877	5.62094391015372	5.74625230110267	4.58476606949781
6339	1.60307439892284	0.623543692719933	0.623543692719933	0.623543692719935	0.623543692719933	0.623543692719933
116983	3.04932724735415	1.62922848455659	0.623543692719933	3.67327231372124	4.82548129636116	3.90826544713233
102465434	0.623543692719933	0.623543692719933	0.623543692719933	0.623543692719935	0.623543692719933	0.623543692719933
126789	6.24135002103396	6.20450859974561	4.99511008468024	3.95992735588771	5.50731191014025	5.19856656728162
54973	6.9137468851461	6.23457074064826	6.20038289911457	6.38883404188672	7.21930555308555	6.13762564759622
102465435	0.623543692719933	0.623543692719933	0.623543692719933	0.623543692719935	0.623543692719933	0.623543692719933
80772	3.49476741869808	3.80355955590397	2.34194268818611	4.88668359633817	3.75036052098477	2.40144874076021
